	colon_polyA_3	colon_polyA_4	colon_polyA_1	colon_polyA_2	colon_total_3	colon_total_4	colon_total_1	colon_total_2	pbmc_polyA_3	pbmc_polyA_4	pbmc_polyA_1	pbmc_polyA_2	pbmc_total_3	pbmc_total_4	pbmc_total_1	pbmc_total_2
MAFIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	210	152	152	222	1736	1408	1905	1967	16287	18119	16262	20613
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	2196	1670	1382	1149	8140	7817	8859	8659	487	732	543	459	8084	3718	5879	5603
KIR3DP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	76	76	71	0	811	453	607	174	703	1240	777	1340
TRIM27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM27	109595	104362	105943	103081	157583	162358	151979	155588	93879	88196	101063	100382	443644	455913	456228	450852
ZNF311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF311	3023	2473	2581	2040	3199	3228	3154	2602	1065	717	599	1061	655	1177	932	830
OR2W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2W1	0	0	0	76	0	0	0	0	224	182	524	163	0	0	0	0
OR2B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2B3	0	0	0	0	0	0	0	0	579	76	116	245	0	0	0	0
OR2J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0	0	0	307	110	378	202	0	0	0	0
OR2J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0	0	0	152	315	0	20	0	0	0	0
OR14J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0	0	0	227	149	0	331	0	0	0	0
OR10C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10C1	0	0	0	0	0	0	0	0	774	392	1002	834	0	0	0	0
OR11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11A1	76	0	0	0	0	0	0	0	888	387	388	728	0	0	0	0
OR2H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H1	0	0	0	0	0	76	0	0	822	432	454	695	152	0	0	34
MAS1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1L	0	0	76	151	76	0	92	76	0	147	0	148	300	0	0	0
UBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBD	1736	1003	1062	1877	2468	2550	1659	2587	198	256	594	110	452	226	460	224
OR2H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2H2	0	0	0	0	0	0	0	76	976	378	373	903	76	487	304	568
GABBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABBR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABBR1	10198	8809	8394	8994	41369	40001	38027	41490	22865	20366	26014	23486	286706	285920	266681	276287
MOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOG	375	92	302	411	226	144	75	0	508	1034	629	191	605	161	308	12
ZFP57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP57	1388	1509	1757	1045	3218	2178	2388	3475	1577	2148	1821	2192	11295	9523	11681	11002
HLA-G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-G	44165	43952	40701	92986	181351	204550	192654	211493	26806	28068	115724	32352	741276	416000	432909	431654
HLA-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-A	2380736	2344608	2327409	2113976	4156043	4596799	4387159	4700957	1316696	1430234	1546628	1482259	15268816	15456730	16290457	15706058
POLR1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1H	31690	30961	30495	26874	49934	54981	53366	56879	24958	23092	21389	24051	95609	89837	96710	86962
PPP1R11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R11	81847	79049	84662	86846	306043	305140	285843	298648	10295	10195	10776	11082	474278	442432	442290	447032
RNF39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF39	2222	3282	2707	7978	13641	12435	10460	11860	1921	3561	2938	1888	16773	2771	3758	3904
TRIM31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
